system:index,elevation,mean_wind_speed,open_land,slope,suitable,wind_variability,.geo
67,13,2.630827559701042,1,0.0651671811938285,1,1.143407009152817,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,793,2.589710677731332,0,2.568307876586914,0,1.3805008446857812,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,46,2.3707163869308383,0,0.1783736944198608,0,1.1613217571087349,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,239,1.562516013942547,0,1.3682039976119995,0,0.8648833806098261,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,123,2.023783490205445,1,0.289838433265686,1,0.9706077907976944,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,75,1.8203903357715483,1,0.131778746843338,0,0.8637153585854873,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,217,2.050890501332101,1,0.4646886587142944,1,1.104288835877086,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,74,2.0639387645834573,1,0.1469765603542328,1,1.1311356244352513,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,123,1.989330204935546,1,0.0918667688965797,0,1.068192296903658,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,463,1.972207883114236,0,5.969860076904297,0,0.8624236065424389,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,236,1.229993028326091,0,0.2674971520900726,0,0.6362955490627124,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,69,2.3736949227990065,1,0.278070330619812,1,1.169556897738104,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,749,1.5984524292700193,0,2.1836788654327397,0,0.8642031919550477,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,67,2.993705832068715,1,0.2318714708089828,1,1.1834967747592036,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,165,1.559160011587909,1,0.1317821145057678,0,0.6758561725859648,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,341,1.806919845504693,0,0.7522931694984436,0,0.7160985633699634,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,472,2.08283279105721,1,2.668687105178833,1,0.7764510678070663,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,254,1.3233415901636938,1,0.5319539904594421,0,0.6085599989712202,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,151,1.9943921899668164,0,0.9487460255622864,0,1.0253399121221662,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,205,1.440168139386972,1,0.5422430634498596,0,0.6984326299431194,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,834,0.936902241149737,0,5.307217597961426,0,0.4552702009294891,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,8,2.868682072828608,0,0.1219228878617286,0,1.157655987774819,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,56,1.970116464993072,1,0.0659494251012802,0,0.9281518152425076,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,252,2.3917711262856023,1,0.542769730091095,1,1.327900051843739,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,132,1.9267230219495783,1,0.350995123386383,0,0.9353010685327104,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,679,1.6241315793411708,0,16.028535842895508,0,0.7399554799499065,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,82,2.167439215572556,1,0.1196011453866958,1,1.1548776517086072,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,1057,0.914963272231469,1,10.464795112609863,0,0.4364339607588587,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,358,0.6239959494871417,0,2.113566637039185,0,0.2403351964390008,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,404,1.53493863539216,1,1.1875755786895752,0,0.7173948638318259,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,91,2.414083801071938,0,0.4552331268787384,0,1.1158105049311589,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,1791,1.0904574889220595,0,11.254185676574709,0,0.5636423086387681,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,269,0.4100363549972672,0,0.2913435697555542,0,0.2287790031654167,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,323,1.4891826745177232,0,3.8424649238586426,0,0.6971744504904825,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,183,1.2693967427615442,1,0.5225289463996887,0,0.674146131488558,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,373,1.627636450661884,0,2.796389102935791,0,0.648440294314128,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,90,2.0145380665366046,0,0.1159362122416496,0,1.15396923528573,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,302,2.301479268726176,1,0.5589588284492493,1,1.308828832219462,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,108,2.0716556248041917,1,0.1245671063661575,1,1.0164784432786105,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,13,5.076889003252751,0,0.0824245661497116,0,2.076369304303505,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,1070,1.4265786444870092,0,4.64764404296875,0,0.5893091237502357,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,257,2.814307446443726,1,0.5349075198173523,1,1.5734615497582272,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,107,2.0785784333785915,1,0.0,1,0.9611038669959924,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,379,1.7096471638407686,0,0.4506227374076843,0,0.8417001450291085,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,403,3.214826133709053,1,0.2769907712936401,2,1.5779176602777578,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,754,1.741429791115748,0,7.595603466033935,0,0.7489990097954086,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,115,2.599377400124714,0,0.3930786550045013,0,1.3079571782420456,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,240,1.202644680547507,0,0.49360391497612,0,0.5043144269079569,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,299,2.370306699133029,1,0.4608572423458099,1,1.3413064624187938,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,132,1.9849795857750556,1,3.627427577972412,0,0.9753393864456976,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,5,4.220325390257984,1,0.1504377871751785,2,1.5964918598219575,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,8,3.9036553973671415,0,0.0579681657254695,0,1.6680391814352724,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,399,1.490243160746712,1,1.1001243591308594,0,0.5829310548124843,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,268,1.0882707665458964,1,0.1952473521232605,0,0.4820544104404801,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,93,1.7056410902921253,1,0.1056313589215278,0,1.144282281909932,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,105,1.7081722449554957,0,0.5235651731491089,0,0.8035524431485503,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,541,1.7242338724045922,0,3.908236980438232,0,0.7545175971148598,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,740,1.7302708221032854,0,4.061788082122803,0,0.9053685850748944,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,106,1.6443875572388835,0,6.123133659362793,0,0.7074002068440863,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,96,1.9278790362922764,1,0.5234530568122864,0,1.0028276589671363,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,857,1.1180886277824362,0,8.54747200012207,0,0.5155792366495207,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,75,2.3736949227990065,1,0.2358531802892685,1,1.169556897738104,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,86,1.840153981232626,1,0.3514997959136963,0,0.8740432951942065,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,923,2.522896258729107,1,0.9128674268722534,1,1.243019479089752,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,106,2.3402583729185724,0,0.2067099958658218,0,1.0787738628895782,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,6,2.800193339387058,0,0.0937769785523414,0,1.1429407570945105,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,136,2.065330221589885,1,0.2299795001745224,1,1.0547592643887251,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,141,1.505702640229334,1,0.1764934808015823,0,0.7891524934225203,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,144,1.3905291847325485,1,0.3867971301078796,0,0.7448226784200308,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,337,1.70678055786915,1,0.317528486251831,0,0.7946247357501137,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,467,2.275583103503933,1,3.520664691925049,1,1.2147005913762654,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,119,2.235184249889635,1,0.4760001599788666,1,1.266213932103443,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,48,2.0614545973311063,0,0.1210652440786361,0,1.138118941830842,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,64,2.040842300538537,0,0.304397851228714,0,0.9598085531872788,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,795,0.7751033377425832,0,18.71558380126953,0,0.4504174748577105,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,89,2.0241598256045963,0,0.3323098421096802,0,1.0051391778011023,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,13,2.2344147018998086,1,0.0289840884506702,1,0.9638600903504254,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,5,4.484716222830941,1,0.0412712022662162,2,1.912527002372612,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,116,2.049554942131888,1,0.2075736224651336,1,0.9974735105651484,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,686,1.5930156539969214,0,12.12437915802002,0,0.6690939232854187,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,398,2.383130190152734,0,0.1504421383142471,0,1.1193763513817032,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,123,2.037569072579508,1,0.2106395214796066,1,0.9934795659369744,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,34,1.9106465980127048,1,0.1662120223045349,0,0.9286425818663774,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,316,1.0440454783265345,1,0.1478780657052993,0,0.5348155305878518,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,125,1.8575734806033224,1,0.4300764799118042,0,0.9043120035739304,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,48,2.040842300538537,0,0.2947061657905578,0,0.9598085531872788,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,138,2.005662447206786,1,0.3402078151702881,1,0.9785939691888672,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,69,2.1635453510753284,1,0.064985379576683,1,1.022350214820426,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,10,3.400399477243745,0,0.0650444105267524,0,1.254855804442809,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,100,2.2656389214307047,1,0.2318714708089828,1,1.1310721189855693,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,195,1.6194902752875973,1,0.1449201554059982,0,0.8149450699215998,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,48,1.9056091525587504,1,0.1239514127373695,0,1.0142262772840849,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,329,1.806919845504693,0,2.0190699100494385,0,0.7160985633699634,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,8,2.130025816300068,1,0.0413976535201072,1,0.9230255230149704,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,11,2.229462121459919,1,0.0828203558921814,1,0.9624073309961532,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,168,1.5791055335884163,0,0.5447047352790833,0,0.9864940063355162,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,57,2.295521857150627,1,0.1706664711236953,1,1.206107459020797,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,150,1.7901540430231635,0,0.223781406879425,0,0.899874145093655,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,220,1.5131244370298182,1,0.5298058390617371,0,0.7722649610133244,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,232,1.257775838898059,1,1.6364879608154297,0,0.565521217998297,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,194,1.7301155022342996,1,0.1593098789453506,0,0.9741252966418664,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,122,1.5596914185035582,1,0.1471177637577057,0,0.9472280679848272,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,114,2.266137948941157,1,0.4590611457824707,1,1.0772105545849473,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,346,2.086232577309333,1,0.8537503480911255,1,1.0974912587040786,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,628,1.824712321475482,0,7.648712635040283,0,0.9307143042425567,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,66,1.9332562934248445,1,0.3367890119552612,0,0.9028128657500925,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,81,2.0145380665366046,0,0.0825773924589157,0,1.15396923528573,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,200,1.2693967427615442,0,0.4161306023597717,0,0.674146131488558,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,279,1.8448264969024035,1,0.2521644830703735,0,1.073382440510615,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,62,1.9332562934248445,1,0.1242304220795631,0,0.9028128657500925,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,153,2.086271675086428,0,0.2913514971733093,0,1.171984507647336,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,417,1.2353587881021062,1,0.8765091300010681,0,0.5749028677706802,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,398,2.1307389195011783,1,0.2913542687892914,1,1.1509118292961986,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,705,1.5930156539969214,0,20.172605514526367,0,0.6690939232854187,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,529,1.7097419684045287,0,3.464792251586914,0,0.7808814657214053,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,962,2.623922969392914,1,0.9977003931999208,1,1.2727870208212566,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,108,2.214228167826392,1,0.3527819216251373,1,1.1050044406042354,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,385,1.257775838898059,0,6.560329914093018,0,0.565521217998297,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,196,1.124794861069113,1,0.2764648795127868,0,0.5986513695856246,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,213,2.685778959712429,0,0.4637353420257568,0,1.5195772923322075,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,148,1.505702640229334,1,0.1498950868844986,0,0.7891524934225203,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,54,2.226013808441022,1,0.2063230127096176,1,1.073541898206815,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,207,1.0502422247688274,0,1.8711495399475095,0,0.6202176927058112,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,57,1.984474621203263,1,0.4049237072467804,0,0.97892692016483,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,27,2.19969615804166,0,0.2050364762544632,0,0.9560836443942974,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,381,2.9934340465979203,1,0.591560959815979,1,1.4372532312886994,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,780,1.0246379005872974,0,2.3266544342041016,0,0.5642776927779306,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,28,2.316702408624339,1,0.0413073599338531,1,1.181839321485302,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,9,3.2011346637161044,0,0.1479021459817886,0,1.2867056208110037,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,37,3.8028580563392143,0,1.039412021636963,0,1.9963966312138308,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,265,2.3917711262856023,1,0.5227473378181458,1,1.327900051843739,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,308,0.8044527163923082,1,0.7281386256217957,0,0.3688414992881844,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,112,2.1177637662321422,1,0.2675146460533142,1,0.9686937653613796,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,351,2.443693577618349,1,0.6556236743927002,1,1.305968204412328,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,485,1.2456830584798937,0,9.528274536132812,0,0.6818337255692263,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,194,1.5832791589191029,1,0.5322703123092651,0,0.6790427343731306,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,321,0.590388433363468,0,2.3961827754974365,0,0.3109971947518116,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,20,2.003108931994663,1,0.1975522488355636,1,0.8958363081773946,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,356,3.1124446173759326,0,0.6363100409507751,0,1.4599905703486864,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,371,2.207770249376116,0,0.5421327948570251,0,1.170035044285473,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,760,1.482526167863226,0,18.7482967376709,0,0.6037996189749274,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,118,2.35226451331523,1,0.4374805092811584,1,1.1378207334629442,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,15,3.135842213370662,0,0.0654796585440635,0,1.438884866136444,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,184,1.5341757776256593,1,0.3740354776382446,0,0.6019675055174827,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,147,2.257675416646365,0,0.4151153564453125,0,1.2849880021561613,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,72,2.5548406395912093,1,0.0657556354999542,1,1.2918991697221325,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,411,1.942052846298259,1,1.1028586626052856,0,1.0167353396217025,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,8,3.580573824285928,0,0.1696104258298874,0,1.6109334388838634,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,514,1.7412202643767638,0,5.833396911621094,0,0.8546027500630381,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,999,1.2376057899625017,0,12.38485050201416,0,0.574073298716852,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,186,1.497130263435558,1,0.5100365281105042,0,0.7562579700868141,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,483,2.155852290131217,1,0.6255489587783813,1,1.1219718132963958,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,299,2.411627913611372,0,0.4563505053520202,0,1.2922415425240743,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,54,2.4574455236497936,1,0.3153188824653625,1,1.1712791914940872,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,172,1.5618307018856463,1,0.3178476095199585,0,0.6203635870903331,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,64,1.965551117061905,0,0.6855025291442871,0,0.969776637310516,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,357,1.2926838929235565,0,0.347804844379425,0,0.5879096908366442,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,26,2.260932364209865,1,0.0590283796191215,1,1.0091478533639466,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,1522,1.6154651677710825,0,7.045062065124512,0,0.6853129840286423,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,161,2.1916983558645007,1,0.289838433265686,1,1.0385914906155858,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,6,3.5753054358053387,1,0.0289840884506702,2,1.2671349153320193,"{""type"":""MultiPoint"",""coordinates"":[]}"
